timestamp,open,high,low,close,volume
2024-12-22 12:00:00,6.621,6.693,6.573,6.612,117160.29
2024-12-22 13:00:00,6.613,6.69,6.577,6.669,103411.52
2024-12-22 12:00:00,6.621,6.693,6.573,6.612,117160.29
2024-12-22 13:00:00,6.613,6.69,6.577,6.658,108818.5
