open,high,low,close,volume,open_time,close_time,MACD,MACD_signal,MACD_hist,CCI,CCI_scaled,CCI_wma,INV1,RSI,RSI_scaled,RSI_wma,INV2,lowest_low,highest_high,stoch,stoch_scaled,stoch_wma,INVLine,AVINV,Fibonacci_236,Fibonacci_382,Fibonacci_50,Fibonacci_618,Fibonacci_786,macd_signal,buy_signal,sell_signal
0.02169,0.02205,0.01943,0.02033,414106322.0,2024-10-25 23:00:00+03:00,2024-10-26 02:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,,Hold (Hala Buy),False,False
0.02033,0.02049,0.01976,0.02044,219516478.0,2024-10-26 03:00:00+03:00,2024-10-26 06:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,,Hold (Hala Buy),False,False
0.02045,0.02069,0.02025,0.02043,104669441.0,2024-10-26 07:00:00+03:00,2024-10-26 10:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,,Hold (Hala Buy),False,False
0.02044,0.02061,0.02032,0.0204,70124293.0,2024-10-26 11:00:00+03:00,2024-10-26 14:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,,Hold (Hala Buy),False,False
0.0204,0.02044,0.01957,0.01981,172507344.0,2024-10-26 15:00:00+03:00,2024-10-26 18:59:59.999000+03:00,,,,-117.70335674502202,-2.9425839186255507,,,14.86486486486477,-3.513513513513523,,,0.01943,0.02205,14.503816793893195,-3.549618320610681,,,,,,,,,Hold (Hala Buy),False,False
0.01981,0.02028,0.01974,0.02027,80157448.0,2024-10-26 19:00:00+03:00,2024-10-26 22:59:59.999000+03:00,,,,0.0,0.0,,,47.49999999999995,-0.250000000000005,,,0.01957,0.02069,62.499999999999964,1.2499999999999964,,,,,,,,,Hold (Hala Buy),False,False
0.02027,0.02051,0.02023,0.02035,60087838.0,2024-10-26 23:00:00+03:00,2024-10-27 02:59:59.999000+03:00,,,,25.681214740560037,0.642030368514001,,,46.15384615384615,-0.3846153846153847,,,0.01957,0.02069,69.64285714285712,1.9642857142857129,,,,,,,,,Hold (Hala Buy),False,False
0.02035,0.02035,0.02007,0.02033,41467021.0,2024-10-27 03:00:00+03:00,2024-10-27 06:59:59.999000+03:00,,,,27.170383787847317,0.679259594696183,,,45.76271186440679,-0.4237288135593211,,,0.01957,0.02061,73.07692307692315,2.307692307692315,,,,,,,,,Hold (Hala Buy),False,False
0.02033,0.02038,0.0201,0.02015,42922172.0,2024-10-27 07:00:00+03:00,2024-10-27 10:59:59.999000+03:00,,,,-9.606101812591126,-0.2401525453147781,,,40.60150375939848,-0.9398496240601524,,,0.01957,0.02051,61.70212765957454,1.1702127659574544,,,,,,,,,Hold (Hala Buy),False,False
0.02015,0.02025,0.01991,0.01997,45559922.0,2024-10-27 11:00:00+03:00,2024-10-27 14:59:59.999000+03:00,,,,-103.54425068274256,-2.588606267068564,,,58.695652173913096,0.8695652173913097,,,0.01974,0.02051,29.87012987013001,-2.012987012986999,,,,,,,,,Hold (Hala Buy),False,False
0.01997,0.02048,0.01995,0.02044,75704060.0,2024-10-27 15:00:00+03:00,2024-10-27 18:59:59.999000+03:00,,,,68.20485560590572,1.7051213901476432,,,59.139784946236595,0.9139784946236597,,,0.01991,0.02051,88.33333333333323,3.8333333333333233,,,,,,,,,Hold (Hala Buy),False,False
0.02044,0.02062,0.02025,0.02036,67736845.0,2024-10-27 19:00:00+03:00,2024-10-27 22:59:59.999000+03:00,,,,38.784964925515496,0.9696241231378876,,,50.53763440860213,0.053763440860213,,,0.01991,0.02062,63.38028169014081,1.3380281690140814,,,,,,,,,Hold (Hala Buy),False,False
