open_time,open,high,low,close,volume,RSI,Inverse_Fisher_RSI,MACD,MACD_signal,MACD_hist,upper_band,middle_band,lower_band,Fibonacci_236,Fibonacci_382,Fibonacci_50,Fibonacci_618,Fibonacci_786,ADX,Stochastic_%K,Stochastic_%D,ATR,ROC,CCI,Bollinger_Bands,Fibonacci,Volume_Avg,score,signal
2024-10-24 15:00:00+03:00,1.8836,1.9285,1.8831,1.9123,579482.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,Hold
2024-10-24 19:00:00+03:00,1.913,1.9312,1.9032,1.925,354651.57,0.0,0.0,0.0010131054131055,0.0002026210826211,0.0008104843304844,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,Hold
2024-10-24 23:00:00+03:00,1.9245,1.9454,1.9002,1.9098,481235.84,0.0,0.0,0.0005827679970129,0.0002786504654994,0.0003041175315134,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,Hold
2024-10-25 03:00:00+03:00,1.9098,1.917,1.8777,1.891,218046.1,0.0,0.0,-0.0012607472776693,-2.9229083134289604e-05,-0.001231518194535,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,Hold
2024-10-25 07:00:00+03:00,1.8892,1.8924,1.75,1.8398,1110405.63,0.0,0.0,-0.0067750598458373,-0.0013783952356749,-0.0053966646101624,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,Hold
2024-10-25 11:00:00+03:00,1.84,1.8498,1.785,1.8463,811790.28,0.0,0.0,-0.0104996630277827,-0.0032026487940964,-0.0072970142336862,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,Hold
2024-10-25 15:00:00+03:00,1.8469,1.8498,1.7778,1.8109,670277.58,0.0,0.0,-0.0161220767683063,-0.0057865343889384,-0.0103355423793679,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,Hold
2024-10-25 19:00:00+03:00,1.8113,1.8187,1.7609,1.7839,960592.48,0.0,0.0,-0.0224972205619553,-0.0091286716235418,-0.0133685489384135,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,Hold
2024-10-25 23:00:00+03:00,1.7828,1.7934,1.65,1.6893,1228584.28,0.0,0.0,-0.0347820515049914,-0.0142593475998317,-0.0205227039051597,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,Hold
2024-10-26 03:00:00+03:00,1.6898,1.7766,1.6632,1.7399,877010.47,0.0,0.0,-0.0399740751611594,-0.0194022931120973,-0.0205717820490621,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,Hold
2024-10-26 07:00:00+03:00,1.7399,1.7697,1.7223,1.7304,425467.22,0.0,0.0,-0.0443441897047536,-0.0243906724306285,-0.019953517274125,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,0.0,0.0,0.0,-9.512105841133724,0.0,0.0,0.0,0.0,-17.5,Hold
2024-10-26 11:00:00+03:00,1.7317,1.7421,1.709,1.7177,364860.7,0.0,0.0,-0.048275827142558,-0.0291677033730144,-0.0191081237695436,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,0.0,0.0,0.0,-10.76883116883117,0.0,0.0,0.0,0.0,-17.5,Hold
2024-10-26 15:00:00+03:00,1.7177,1.78,1.6869,1.6924,875876.94,0.0,0.1612996144109885,-0.0528242516064498,-0.0338990130197015,-0.0189252385867483,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,0.0,0.0,0.0,-11.38339093098754,0.0,0.0,0.0,0.0,-17.5,Hold
2024-10-26 19:00:00+03:00,1.6927,1.745,1.68,1.7216,516069.83,25.469513763828132,0.2145715816891775,-0.05345650152424,-0.0378105107206092,-0.0156459908036308,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,24.238320920785405,0.0,0.0707357142857143,-8.958223162347965,0.0,0.0,0.0,676739.3892857142,-35.0,Hold
2024-10-26 23:00:00+03:00,1.7214,1.9224,1.7213,1.8949,2304033.43,48.45195729537365,0.279854731755474,-0.0395181616988709,-0.0381520409162615,-0.0013661207826093,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,82.90453622207178,0.0,0.0818571428571429,2.994890748994452,0.0,0.0,0.0,799921.5964285715,-30.0,Hold
2024-10-27 03:00:00+03:00,1.8957,1.92,1.8089,1.8155,1099067.26,41.29155400031811,0.338304465853269,-0.0344813636966714,-0.0374179054723435,0.0029365417756721,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,56.02572782667566,54.389528323177615,0.0877928571428572,-1.668201267399673,0.0,0.0,0.0,853094.1457142858,10.0,Hold
2024-10-27 07:00:00+03:00,1.8171,1.8813,1.7784,1.8437,956553.18,44.84961820165186,0.3997935593765944,-0.027892631772479,-0.0355128507323706,0.0076202189598916,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,71.10866372980904,70.01297592618549,0.0919142857142857,1.811254072560602,0.0,0.0,0.0,887045.3842857144,10.0,Hold
2024-10-27 11:00:00+03:00,1.8437,1.9661,1.8178,1.9114,2475709.64,51.476976542137265,0.4682284108004265,-0.0170120853159467,-0.0318126976490858,0.014800612333139,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,82.69534957291998,69.94324704313489,0.0997,7.147261617803685,0.0,0.0,0.0,1048307.0657142856,15.0,Hold
2024-10-27 15:00:00+03:00,1.9114,2.08,1.8731,1.9178,4527026.43,56.039021368844836,0.5112536299821213,-0.0077830294275986,-0.0270067640047884,0.0192237345771897,0.0,0.0,0.0,3.71796,3.2960200000000004,2.955,2.6139799999999997,2.12846,0.0,62.27906976744185,72.02769435672361,0.1043071428571429,13.526312673888588,0.0,0.0,0.0,1292351.4085714284,-5.0,Hold
