open_time,open,high,low,close,volume,RSI,Inverse_Fisher_RSI,MACD,MACD_signal,MACD_hist,upper_band,middle_band,lower_band,Fibonacci_236,Fibonacci_382,Fibonacci_50,Fibonacci_618,Fibonacci_786,ADX,Stochastic_%K,Stochastic_%D,ATR,ROC,CCI,Bollinger_Bands,Fibonacci,Volume_Avg,score,signal
2024-10-24 15:00:00+00:00,0.1722,0.1751,0.1721,0.1741,726805.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,Hold
2024-10-24 19:00:00+00:00,0.1742,0.1758,0.1733,0.1755,338974.4,0.0,0.0,0.0001116809116809,2.2336182336185617e-05,8.934472934474247e-05,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,Hold
2024-10-24 23:00:00+00:00,0.1755,0.1763,0.1745,0.1748,277952.0,0.0,0.0,0.0001420670286767,4.6282351604293174e-05,9.57846770724302e-05,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,Hold
2024-10-25 03:00:00+00:00,0.175,0.1753,0.1726,0.1732,422292.4,0.0,0.0,3.6619490383665854e-05,4.434977936016771e-05,-7.730288976501862e-06,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,Hold
2024-10-25 07:00:00+00:00,0.1733,0.1734,0.1705,0.1714,732008.9,0.0,0.0,-0.0001900031620155,-2.520808914972631e-06,-0.0001874823531005,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,Hold
2024-10-25 11:00:00+00:00,0.1715,0.1735,0.1701,0.1733,480513.8,0.0,0.0,-0.0002138242923908,-4.478150561013958e-05,-0.0001690427867806,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,Hold
2024-10-25 15:00:00+00:00,0.1732,0.1746,0.1712,0.1717,811188.5,0.0,0.0,-0.0003576861547373,-0.0001073624354355,-0.0002503237193017,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,Hold
2024-10-25 19:00:00+00:00,0.1717,0.173,0.1675,0.1695,1154395.5,0.0,0.0,-0.0006418208200545,-0.0002142541123593,-0.0004275667076952,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,Hold
2024-10-25 23:00:00+00:00,0.1694,0.1701,0.1558,0.1619,1794241.6,0.0,0.0,-0.0014633870584649,-0.0004640807015804,-0.0009993063568844,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,Hold
2024-10-26 03:00:00+00:00,0.1619,0.1641,0.1601,0.1638,985688.5,0.0,0.0,-0.0019388205836186,-0.0007590286779881,-0.0011797919056305,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,Hold
2024-10-26 07:00:00+00:00,0.164,0.1653,0.1637,0.1641,276634.9,0.0,0.0,-0.0022652847918318,-0.0010602799007568,-0.0012050048910749,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,0.0,0.0,0.0,-5.743825387708219,0.0,0.0,0.0,0.0,-17.5,Hold
2024-10-26 11:00:00+00:00,0.1641,0.1646,0.1627,0.1627,293485.7,0.0,0.0,-0.0026069272935164,-0.0013696093793087,-0.0012373179142076,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,0.0,0.0,0.0,-7.293447293447282,0.0,0.0,0.0,0.0,-17.5,Hold
2024-10-26 15:00:00+00:00,0.1627,0.1627,0.1582,0.1591,1725568.7,0.0,0.219661404980567,-0.0031320668342263,-0.0017221008702922,-0.001409965963934,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,0.0,0.0,0.0,-8.981693363844403,0.0,0.0,0.0,0.0,-17.5,Hold
2024-10-26 19:00:00+00:00,0.159,0.1612,0.1586,0.161,567856.5,26.523297491039457,0.2402868733324688,-0.0033562409264153,-0.0020489288815169,-0.0013073120448984,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,25.36585365853661,0.0,0.0038642857142857,-7.043879907621241,0.0,0.0,0.0,756257.6214285714,-35.0,Hold
2024-10-26 23:00:00+00:00,0.1612,0.1627,0.161,0.1611,248487.7,26.78571428571428,0.2265374789690599,-0.0034856509311056,-0.0023362732914346,-0.001149377639671,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,25.85365853658534,0.0,0.0037714285714285,-6.009334889148193,0.0,0.0,0.0,722092.0785714285,-35.0,Hold
2024-10-27 03:00:00+00:00,0.1612,0.1617,0.1602,0.1617,241483.6,24.632352941176563,0.2362234066370111,-0.0034994547703234,-0.0025689095872124,-0.000930545183111,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,28.780487804878103,26.66666666666669,0.0037,-6.693594922100403,0.0,0.0,0.0,715128.4500000001,-12.5,Hold
2024-10-27 07:00:00+00:00,0.1618,0.1625,0.1611,0.1625,396274.3,27.47252747252753,0.2650569950440731,-0.0034065722538094,-0.0027364421205318,-0.0006701301332775,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,34.358974358974386,29.66437356681261,0.0036714285714285,-5.358182877111233,0.0,0.0,0.0,723580.042857143,-35.0,Hold
2024-10-27 11:00:00+00:00,0.1623,0.1639,0.1621,0.1631,488202.6,30.798479087452503,0.0,-0.0032471164673233,-0.0028385769898901,-0.0004085394774332,0.0,0.0,0.0,0.2799472,0.2544264,0.2338,0.2131736,0.1838072,0.0,38.829787234042534,33.989749799298345,0.0036071428571428,-3.7758112094395377,0.0,0.0,0.0,728287.9142857144,-30.0,Hold
