open_time,open,high,low,close,volume,RSI,Inverse_Fisher_RSI,MACD,MACD_signal,MACD_hist,upper_band,middle_band,lower_band,Fibonacci_236,Fibonacci_382,Fibonacci_50,Fibonacci_618,Fibonacci_786,ADX,Stochastic_%K,Stochastic_%D,ATR,ROC,CCI
2024-10-24 15:00:00+03:00,2.0,2.01,1.984,1.996,152712.6,,,0.0,0.0,0.0,,,,4.2721800000000005,3.7619100000000003,3.3495000000000004,2.9370900000000004,2.34993,,,,,,
2024-10-24 19:00:00+03:00,2.0,2.026,1.992,2.02,228361.8,,,0.0019145299145297834,0.0003829059829059567,0.0015316239316238267,,,,4.2721800000000005,3.7619100000000003,3.3495000000000004,2.9370900000000004,2.34993,,,,,,
2024-10-24 23:00:00+03:00,2.022,2.039,2.002,2.008,141177.9,,,0.002435434777314782,0.0007934117417877218,0.0016420230355270603,,,,4.2721800000000005,3.7619100000000003,3.3495000000000004,2.9370900000000004,2.34993,,,,,,
2024-10-25 03:00:00+03:00,2.009,2.012,1.98,2.002,89229.9,,,0.0023371644016927373,0.001102162273768725,0.0012350021279240123,,,,4.2721800000000005,3.7619100000000003,3.3495000000000004,2.9370900000000004,2.34993,,,,,,
2024-10-25 07:00:00+03:00,2.002,2.004,1.955,1.965,96252.5,,,-0.0007180293615631772,0.0007381239467023446,-0.0014561533082655218,,,,4.2721800000000005,3.7619100000000003,3.3495000000000004,2.9370900000000004,2.34993,,,,,,
2024-10-25 11:00:00+03:00,1.965,1.996,1.95,1.981,114593.9,,,-0.0018271637417599518,0.00022506640900988534,-0.002052230150769837,,,,4.2721800000000005,3.7619100000000003,3.3495000000000004,2.9370900000000004,2.34993,,,,,,
2024-10-25 15:00:00+03:00,1.98,1.996,1.947,1.959,65175.7,,,-0.004430307045426796,-0.0007060082818774509,-0.003724298763549345,,,,4.2721800000000005,3.7619100000000003,3.3495000000000004,2.9370900000000004,2.34993,,,,,,
2024-10-25 19:00:00+03:00,1.957,1.978,1.924,1.948,173736.1,,,-0.007296811832682382,-0.0020241689920384373,-0.005272642840643944,,,,4.2721800000000005,3.7619100000000003,3.3495000000000004,2.9370900000000004,2.34993,,,,,,
2024-10-25 23:00:00+03:00,1.949,1.965,1.801,1.875,420021.6,,,-0.015282856189276606,-0.004675906431486071,-0.010606949757790534,,,,4.2721800000000005,3.7619100000000003,3.3495000000000004,2.9370900000000004,2.34993,,,,,,
2024-10-26 03:00:00+03:00,1.873,1.89,1.85,1.888,142343.2,,,-0.020328527908098026,-0.007806430726808462,-0.012522097181289564,,,,4.2721800000000005,3.7619100000000003,3.3495000000000004,2.9370900000000004,2.34993,,,,,,
