open,high,low,close,volume,open_time,close_time,MACD,MACD_signal,MACD_hist,CCI,CCI_scaled,CCI_wma,INV1,RSI,RSI_scaled,RSI_wma,INV2,lowest_low,highest_high,stoch,stoch_scaled,stoch_wma,INVLine,AVINV,Fibonacci_236,Fibonacci_382,Fibonacci_50,Fibonacci_618,Fibonacci_786
0.249,0.7729,0.249,0.6678,225830821.8,2024-11-06 15:00:00+03:00,2024-11-06 18:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,
0.6678,0.6708,0.5529,0.5586,72184430.2,2024-11-06 19:00:00+03:00,2024-11-06 22:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,
0.5586,0.56,0.461,0.522,73003891.0,2024-11-06 23:00:00+03:00,2024-11-07 02:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,
0.5218,0.577,0.4733,0.5698,54455639.8,2024-11-07 03:00:00+03:00,2024-11-07 06:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,
0.5699,0.6143,0.5105,0.5428,47852479.7,2024-11-07 07:00:00+03:00,2024-11-07 10:59:59.999000+03:00,,,,-34.76456227709203,-0.8691140569273008,,,21.668177697189478,-2.8331822302810523,,,0.249,0.7729,56.07940446650123,0.6079404466501231,,,,,,,,
0.5423,0.6085,0.52,0.5444,61490567.9,2024-11-07 11:00:00+03:00,2024-11-07 14:59:59.999000+03:00,,,,-11.526916151055575,-0.2881729037763894,,,22.232223222322247,-2.7767776777677753,,,0.461,0.6708,39.75214489990468,-1.0247855100095322,,,,,,,,
0.545,0.5872,0.5326,0.5565,43391877.9,2024-11-07 15:00:00+03:00,2024-11-07 18:59:59.999000+03:00,,,,35.316515628781794,0.8829128907195449,,,49.16067146282974,-0.08393285371702604,,,0.461,0.6143,62.29615133724724,1.2296151337247239,,,,,,,,
0.5567,0.572,0.5121,0.5359,29198804.9,2024-11-07 19:00:00+03:00,2024-11-07 22:59:59.999000+03:00,,,,-69.64986202399093,-1.7412465505997734,,,56.37030247479378,0.6370302474793782,,,0.4733,0.6143,44.39716312056742,-0.560283687943258,,,,,,,,
0.5355,0.5522,0.5,0.513,16329646.5,2024-11-07 23:00:00+03:00,2024-11-08 02:59:59.999000+03:00,,,,-105.80214310284767,-2.6450535775711916,,,16.270783847981036,-3.3729216152018964,,,0.5,0.6143,11.373578302712176,-3.8626421697287827,,,,,,,,
0.5133,0.548,0.5017,0.513,17909954.5,2024-11-08 03:00:00+03:00,2024-11-08 06:59:59.999000+03:00,,,,-67.57175131381665,-1.6892937828454162,,,23.951048951049017,-2.6048951048950983,,,0.5,0.6085,11.981566820276504,-3.8018433179723496,,,,,,,,
0.513,0.5345,0.5,0.5102,15025238.7,2024-11-08 07:00:00+03:00,2024-11-08 10:59:59.999000+03:00,,,,-51.48442859414186,-1.2871107148535466,,,20.719178082191775,-2.9280821917808226,,,0.5,0.5872,11.697247706421996,-3.8302752293578006,,,,,,,,
0.5103,0.517,0.4792,0.4974,23336123.2,2024-11-08 11:00:00+03:00,2024-11-08 14:59:59.999000+03:00,,,,-79.20230640474297,-1.9800576601185744,,,0.0,-5.0,,,0.4792,0.572,19.61206896551725,-3.0387931034482754,,,,,,,,
0.4972,0.5061,0.4655,0.477,19820198.6,2024-11-08 15:00:00+03:00,2024-11-08 18:59:59.999000+03:00,,,,-108.36327407291434,-2.7090818518228588,-1.3695798008661673,-0.878596394608052,0.0,-5.0,-2.662529047351588,-0.990311030171807,0.4655,0.5522,13.264129181084146,-3.673587081891586,-1.9949616133307488,-0.963669879525506,-0.944192434768455,,,,,
0.4772,0.4772,0.436,0.4519,23489213.8,2024-11-08 19:00:00+03:00,2024-11-08 22:59:59.999000+03:00,,,,-99.13016306514233,-2.4782540766285583,-1.5483731363885294,-0.9135166646023941,0.0,-5.0,-2.90328657732036,-0.9940025996543106,0.436,0.548,14.196428571428589,-3.580357142857141,-2.4603280121648887,-0.9855169562838144,-0.9643454068468397,,,,,
0.4518,0.4615,0.4405,0.4562,11096945.9,2024-11-08 23:00:00+03:00,2024-11-09 02:59:59.999000+03:00,,,,-58.76566091672281,-1.4691415229180702,-1.679591871848716,-0.932808570754506,6.574923547400573,-4.342507645259943,-3.0772565737083784,-0.9957612530724416,0.436,0.5345,20.50761421319797,-2.949238578680203,-2.674156130906075,-0.9905326853682193,-0.9730341697317222,,,,,
0.4562,0.477,0.4426,0.4595,14004690.6,2024-11-09 03:00:00+03:00,2024-11-09 06:59:59.999000+03:00,,,,-31.543554261573302,-0.7885888565393326,-1.8653142882108138,-0.9531674217955829,11.53262518968134,-3.846737481031866,-3.495345976743361,-0.9981608738875026,0.436,0.517,29.01234567901237,-2.098765432098763,-3.043976193775351,-0.9954701782391919,-0.9822661579740926,,,,,
0.4594,0.4968,0.4526,0.4883,17566330.3,2024-11-09 07:00:00+03:00,2024-11-09 10:59:59.999000+03:00,,,,93.77581444614054,2.3443953611535138,-1.4113540757937817,-0.8877813311754412,44.444444444444436,-0.5555555555555565,-3.6278555104139087,-0.9985887362807521,0.436,0.5061,74.60770328102713,2.460770328102713,-2.7083035253257983,-0.9911549051328606,-0.9591749908630179,,,,,
0.4885,0.4931,0.4657,0.4779,12406075.3,2024-11-09 11:00:00+03:00,2024-11-09 14:59:59.999000+03:00,,,,47.61486018139337,1.1903715045348342,-0.9851957333375565,-0.7553063086751173,50.6258692628651,0.06258692628651019,-3.2461323391374197,-0.9969743564458785,0.436,0.4968,68.91447368421049,1.8914473684210493,-2.0689602433091507,-0.9685891952508395,-0.9069566201239452,,,,,
0.4776,0.4845,0.4501,0.466,17846715.2,2024-11-09 15:00:00+03:00,2024-11-09 18:59:59.999000+03:00,,,,-17.874920089548926,-0.44687300223872317,-0.8471489799368128,-0.6895770951008742,62.01022146507667,1.201022146507667,-2.8232526445371118,-0.99296516979366,0.4405,0.4968,45.29307282415633,-0.4706927175843667,-1.698832398821597,-0.9352629494058965,-0.8726017381001435,,,,,
0.4663,0.4815,0.4599,0.4612,13812343.7,2024-11-09 19:00:00+03:00,2024-11-09 22:59:59.999000+03:00,,,,-51.087721946372845,-1.2771930486593213,-0.8460470170263434,-0.6889986945282011,54.222972972972975,0.4222972972972976,-2.450988256861766,-0.9852458920834087,0.4426,0.4968,34.31734317343173,-1.568265682656827,-1.4474980047437112,-0.8951970334700342,-0.8564805400272147,,,,,
0.4613,0.4783,0.4542,0.4741,10298055.9,2024-11-09 23:00:00+03:00,2024-11-10 02:59:59.999000+03:00,,,,3.786836404893461,0.09467091012233653,-0.6155216203329089,-0.5480022272503617,60.610465116279066,1.0610465116279066,-1.777538644458665,-0.9444298175124999,0.4501,0.4968,51.391862955032146,0.13918629550321457,-1.09438918263799,-0.7984745371447256,-0.763635527302529,,,,,
0.4742,0.5491,0.4688,0.5311,46795915.3,2024-11-10 03:00:00+03:00,2024-11-10 06:59:59.999000+03:00,,,,115.97588792699688,2.8993971981749223,0.007642718555733434,0.007642569752558023,72.06185567010309,2.2061855670103085,-0.9768513592352974,-0.7516996492208398,0.4501,0.5491,81.8181818181818,3.18181818181818,-0.3326774866702382,-0.32092456208679476,-0.35499388051835884,,,,,
0.5309,0.55,0.493,0.5009,23318509.7,2024-11-10 07:00:00+03:00,2024-11-10 10:59:59.999000+03:00,,,,32.51173963747621,0.8127934909369053,0.37331467050745165,0.35688761262776847,59.845890410958916,0.9845890410958916,-0.3118970213357537,-0.3021619035936057,0.4501,0.55,50.85085085085084,0.085085085085084,0.074593871990009,0.07445582635170003,0.04306051179528761,,,,,
0.5009,0.504,0.4845,0.4961,18729215.6,2024-11-10 11:00:00+03:00,2024-11-10 14:59:59.999000+03:00,,,,8.48004462566705,0.21200111564167626,0.5601082970140902,0.508057780413913,63.71923427529623,1.371923427529623,0.3230397645297536,0.312252900962104,0.4542,0.55,43.73695198329851,-0.626304801670149,0.3326976249911261,0.3209426261934186,0.38041776918981185,,,,,
