open,high,low,close,volume,open_time,close_time,MACD,MACD_signal,MACD_hist,CCI,CCI_scaled,CCI_wma,INV1,RSI,RSI_scaled,RSI_wma,INV2,lowest_low,highest_high,stoch,stoch_scaled,stoch_wma,INVLine,AVINV,Fibonacci_236,Fibonacci_382,Fibonacci_50,Fibonacci_618,Fibonacci_786
0.1047,0.48,0.1047,0.4543,161899418.2,2024-11-11 11:00:00+03:00,2024-11-11 14:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,
0.4543,0.464,0.378,0.4057,196530787.9,2024-11-11 15:00:00+03:00,2024-11-11 18:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,
0.4054,0.417,0.3507,0.3557,100468797.4,2024-11-11 19:00:00+03:00,2024-11-11 22:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,
0.3557,0.3966,0.328,0.3908,109671906.2,2024-11-11 23:00:00+03:00,2024-11-12 02:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,
0.3909,0.4775,0.38,0.4539,135074934.3,2024-11-12 03:00:00+03:00,2024-11-12 06:59:59.999000+03:00,,,,65.6969666292255,1.6424241657306375,,,49.898373983739845,-0.010162601626015545,,,0.1047,0.48,93.04556354916069,4.304556354916069,,,,,,,,
0.454,0.55,0.4467,0.4806,173503378.4,2024-11-12 07:00:00+03:00,2024-11-12 10:59:59.999000+03:00,,,,84.4403968639601,2.1110099215990026,,,55.88366890380314,0.5883668903803141,,,0.328,0.55,68.73873873873873,1.8738738738738734,,,,,,,,
0.481,0.4899,0.3854,0.4367,142336499.2,2024-11-12 11:00:00+03:00,2024-11-12 14:59:59.999000+03:00,,,,17.52483380878931,0.43812084521973277,,,57.084095063985366,0.7084095063985366,,,0.328,0.55,48.963963963963934,-0.1036036036036066,,,,,,,,
0.4367,0.4836,0.4029,0.4813,122003482.6,2024-11-12 15:00:00+03:00,2024-11-12 18:59:59.999000+03:00,,,,58.136262514131325,1.4534065628532833,,,79.42830365510775,2.9428303655107757,,,0.328,0.55,69.05405405405403,1.9054054054054035,,,,,,,,
0.4813,0.495,0.4271,0.4812,80708152.8,2024-11-12 19:00:00+03:00,2024-11-12 22:59:59.999000+03:00,,,,47.032057010144925,1.175801425253623,,,75.33632286995515,2.5336322869955157,,,0.38,0.55,59.52941176470588,0.9529411764705877,,,,,,,,
0.4809,0.4976,0.4314,0.4419,57587708.7,2024-11-12 23:00:00+03:00,2024-11-13 02:59:59.999000+03:00,,,,-65.23161414674365,-1.6307903536685915,,,46.11901681759379,-0.3880983182406212,,,0.3854,0.55,34.32563791008505,-1.567436208991495,,,,,,,,
0.4422,0.92,0.4144,0.825,461138679.8,2024-11-13 03:00:00+03:00,2024-11-13 06:59:59.999000+03:00,,,,118.27558382479559,2.9568895956198897,,,83.6986301369863,3.36986301369863,,,0.3854,0.92,82.22970445192666,3.222970445192667,,,,,,,,
0.8253,0.989,0.7503,0.9377,372261257.3,2024-11-13 07:00:00+03:00,2024-11-13 10:59:59.999000+03:00,,,,88.05561287414392,2.201390321853598,,,93.20455329423939,4.320455329423939,,,0.4029,0.989,91.24722743559118,4.1247227435591185,,,,,,,,
0.938,1.48,0.8856,1.3412,506510185.7,2024-11-13 11:00:00+03:00,2024-11-13 14:59:59.999000+03:00,,,,97.0194691091942,2.4254867277298553,1.4193043569101145,0.8894537138787905,95.80270586981996,4.580270586981996,2.071729673280341,0.9687599843043454,0.4144,1.48,86.97447447447448,3.697447447447448,2.0456530704744518,0.9671149833865186,0.9417762271898847,,,,,
1.3412,1.7923,1.32,1.6613,528118696.1,2024-11-13 15:00:00+03:00,2024-11-13 18:59:59.999000+03:00,,,,87.55352749697076,2.188838187424269,1.4800170259871845,0.9014711776947658,96.87773099229364,4.687773099229363,2.5937225289309387,0.9888895435679668,0.4144,1.7923,90.49277886639089,4.049277886639089,2.017288796221454,0.965228905752346,0.9518632090050261,,,,,
1.6611,1.8598,1.4298,1.4807,243960067.4,2024-11-13 19:00:00+03:00,2024-11-13 22:59:59.999000+03:00,,,,43.27408160651861,1.0818520401629652,1.3656661502720693,0.8777007395207493,87.1,3.7099999999999995,2.9405706522220147,0.9944323478558148,0.4144,1.8598,73.77196623771967,2.3771966237719666,2.073213546210131,0.968851117490372,0.9469947349556453,,,,,
1.4805,1.75,1.4582,1.6921,117541049.6,2024-11-13 23:00:00+03:00,2024-11-14 02:59:59.999000+03:00,,,,58.69943444879593,1.4674858612198982,1.4800400409387544,0.9014754894499432,85.29675160791336,3.529675160791337,3.254044613821215,0.9970217883103608,0.7503,1.8598,84.88508337088778,3.4885083370887786,2.4723370951759516,0.9858582378974503,0.9614518385525846,,,,,
1.692,2.5,1.65,2.1573,344494733.3,2024-11-14 03:00:00+03:00,2024-11-14 06:59:59.999000+03:00,,,,105.88776418673059,2.647194104668265,1.612683101140419,0.9235555451571091,88.57540485829959,3.8575404858299596,3.3556790716344573,0.9975689383715015,0.8856,2.5,78.77229930624381,2.877229930624381,2.5803175979780604,0.9885893673447743,0.9699046169577951,,,,,
2.1557,2.3074,1.9573,2.1131,137852898.0,2024-11-14 07:00:00+03:00,2024-11-14 10:59:59.999000+03:00,,,,65.26563444214334,1.6316408610535835,1.6633319273404146,0.9306645918348155,81.5963978714695,3.1596397871469506,3.4252354605401725,0.9978843266262055,1.32,2.5,67.21186440677968,1.7211864406779682,2.6656781828899914,0.9903715693026739,0.9729734959212317,,,,,
2.1125,2.2263,1.734,1.8764,196666052.6,2024-11-14 11:00:00+03:00,2024-11-14 14:59:59.999000+03:00,,,,2.9202065000747797,0.07300516250186949,1.8526425402482438,0.9519942057058592,59.44996046041648,0.9449960460416478,3.573357056571536,0.9984263445754431,1.4298,2.5,41.73051766025043,-0.8269482339749573,2.747954624558495,0.9918264928926213,0.9807490143913079,,,,,
1.876,2.1599,1.7659,1.9304,228641191.1,2024-11-14 15:00:00+03:00,2024-11-14 18:59:59.999000+03:00,,,,-8.306293927968088,-0.20765734819920223,1.5010262131572334,0.9053335250163381,72.22936233316855,2.2229362333168554,3.4459207476402276,0.9979699804186353,1.4582,2.5,45.32539834901132,-0.46746016509886773,2.337906778970547,0.9815361622217784,0.9616132225522506,,,,,
1.9303,2.0987,1.6202,1.7304,143716557.4,2024-11-14 19:00:00+03:00,2024-11-14 22:59:59.999000+03:00,,,,-87.88922138468247,-2.197230534617062,1.0122905624382712,0.7667077539159606,51.91480851914809,0.1914808519148089,2.9871458056947686,0.9949262977711207,1.6202,2.5,12.52557399408955,-3.7474426005910453,1.4632217407316401,0.8982765175123836,0.8866368563998216,,,,,
1.7302,1.88,1.6907,1.7646,93281718.9,2024-11-14 23:00:00+03:00,2024-11-15 02:59:59.999000+03:00,,,,-51.885792873007475,-1.2971448218251869,0.5986648347099334,0.5360988118943142,15.498154981549803,-3.45018450184502,2.094873018047322,0.9701519381339623,1.6202,2.3074,21.012805587892885,-2.898719441210712,0.7303143086585113,0.6232576026752646,0.709836117567847,,,,,
1.7641,1.859,1.5777,1.6901,132725535.9,2024-11-15 03:00:00+03:00,2024-11-15 06:59:59.999000+03:00,,,,-71.2980135528981,-1.7824503388224526,0.1574105540158531,0.15612320120034015,14.714714714714688,-3.5285285285285313,1.1819506149631118,0.8280656944582169,1.5777,2.2263,17.329633055812494,-3.267036694418751,-0.08260953368124874,-0.08242212685655438,0.3005889229340009,,,,,
1.6901,1.9,1.53,1.8124,129233525.5,2024-11-15 07:00:00+03:00,2024-11-15 10:59:59.999000+03:00,,,,19.310395723906566,0.4827598930976642,0.09084475989748632,0.09059567513906218,43.4020618556701,-0.6597938144329902,0.6964179689150021,0.6020891971041895,1.53,2.1599,44.83251309731704,-0.516748690268296,-0.4041590130190557,-0.38350194015968336,0.10306097736118945,,,,,
1.8124,2.022,1.7442,1.9271,137304450.4,2024-11-15 11:00:00+03:00,2024-11-15 14:59:59.999000+03:00,,,,103.81313971778003,2.595328492944501,0.21616060786688662,0.21285563376347763,49.69763606377132,-0.030236393622868007,0.300872240646757,0.29211062913285735,1.53,2.0987,69.82591876208897,1.9825918762088977,-0.5714830642279314,-0.5164476148910432,-0.003827117331569411,,,,,
