timestamp,open,high,low,close,volume
2024-11-22 16:00:00,0.9989,0.9994,0.9986,0.999,365848792.0
2024-11-22 20:00:00,0.9991,0.9991,0.9985,0.9989,309385749.0
2024-11-23 00:00:00,0.9988,0.9989,0.9987,0.9989,156093932.0
2024-11-23 04:00:00,0.9989,0.9991,0.9987,0.9988,146654160.0
2024-11-23 08:00:00,0.9987,0.999,0.9987,0.9988,135872623.0
2024-11-23 12:00:00,0.9988,0.999,0.9979,0.998,266913109.0
2024-11-23 16:00:00,0.9981,0.9989,0.9971,0.9987,409929432.0
2024-11-23 20:00:00,0.9987,0.9991,0.9986,0.9991,181231822.0
2024-11-24 00:00:00,0.999,0.9991,0.9986,0.9988,99042359.0
2024-11-24 04:00:00,0.9988,0.999,0.9986,0.9989,99481051.0
2024-11-24 08:00:00,0.9989,0.999,0.9985,0.9986,99990669.0
2024-11-24 12:00:00,0.9986,0.9994,0.9986,0.9994,300380960.0
2024-11-24 16:00:00,0.9994,0.9997,0.9992,0.9993,201238649.0
2024-11-24 20:00:00,0.9994,0.9995,0.9988,0.999,157633432.0
2024-11-25 00:00:00,0.9989,0.999,0.9988,0.9989,140260386.0
2024-11-25 04:00:00,0.999,0.999,0.9986,0.9989,129468550.0
2024-11-25 08:00:00,0.9989,0.9993,0.9988,0.9991,250444860.0
2024-11-25 12:00:00,0.9991,1.0,0.999,1.0,456795715.0
2024-11-25 16:00:00,1.0,1.0002,0.9997,1.0,472182708.0
2024-11-25 20:00:00,0.9999,1.0004,0.9996,1.0001,409098678.0
2024-11-26 00:00:00,1.0001,1.0002,0.9996,0.9996,247472852.0
2024-11-26 04:00:00,0.9997,1.0,0.9995,1.0,114248960.0
2024-11-26 08:00:00,0.9999,1.0004,0.9996,1.0,483807556.0
2024-11-26 12:00:00,1.0,1.0005,0.9997,1.0,476551425.0
2024-11-26 16:00:00,1.0,1.0,0.9995,0.9998,297177270.0
2024-11-26 20:00:00,0.9998,1.0007,0.9997,1.0004,366784276.0
2024-11-27 00:00:00,1.0004,1.0005,1.0002,1.0003,124925728.0
2024-11-27 04:00:00,1.0004,1.0004,1.0002,1.0002,102940184.0
2024-11-27 08:00:00,1.0002,1.0003,0.9999,1.0,164996898.0
2024-11-27 12:00:00,0.9999,1.0,0.9993,0.9993,448160084.0
2024-11-27 16:00:00,0.9993,0.9997,0.9985,0.9986,461249782.0
2024-11-27 20:00:00,0.9986,0.9998,0.9983,0.9989,306669384.0
2024-11-28 00:00:00,0.9989,0.9991,0.9988,0.999,136014162.0
2024-11-28 04:00:00,0.999,0.9995,0.9989,0.9994,149584588.0
2024-11-28 08:00:00,0.9994,0.9998,0.9993,0.9996,236223041.0
2024-11-28 12:00:00,0.9997,0.9998,0.9995,0.9998,187283376.0
2024-11-28 16:00:00,0.9998,0.9999,0.9996,0.9999,129235837.0
2024-11-28 20:00:00,0.9999,1.0,0.9997,0.9999,138148605.0
2024-11-29 00:00:00,0.9998,1.0,0.9997,0.9999,87426312.0
2024-11-29 04:00:00,0.9998,1.0,0.9997,0.9998,161340982.0
2024-11-29 08:00:00,0.9998,0.9999,0.9996,0.9997,178856404.0
2024-11-29 12:00:00,0.9997,0.9998,0.9986,0.9987,395593144.0
2024-11-29 16:00:00,0.9988,0.9995,0.9987,0.9991,326248914.0
2024-11-29 20:00:00,0.9991,0.9997,0.9989,0.9996,209874764.0
2024-11-30 00:00:00,0.9996,0.9997,0.9995,0.9997,125574060.0
2024-11-30 04:00:00,0.9996,0.9997,0.9995,0.9995,100685187.0
2024-11-30 08:00:00,0.9996,0.9997,0.9994,0.9996,111933383.0
2024-11-30 12:00:00,0.9996,0.9997,0.9994,0.9995,111473157.0
2024-11-30 16:00:00,0.9996,0.9996,0.9994,0.9996,83273531.0
2024-11-30 20:00:00,0.9995,0.9996,0.9994,0.9995,68171461.0
2024-12-01 00:00:00,0.9995,0.9999,0.9993,0.9997,204252152.0
2024-12-01 04:00:00,0.9997,0.9998,0.9993,0.9995,115556236.0
2024-12-01 08:00:00,0.9995,0.9995,0.9992,0.9995,81613645.0
2024-12-01 12:00:00,0.9994,0.9995,0.9991,0.9993,137437735.0
2024-12-01 16:00:00,0.9992,0.9995,0.9992,0.9994,120263833.0
2024-12-01 20:00:00,0.9993,0.9995,0.9992,0.9993,122707083.0
2024-12-02 00:00:00,0.9993,0.9994,0.9991,0.9993,206008426.0
2024-12-02 04:00:00,0.9993,0.9996,0.9993,0.9994,171606656.0
2024-12-02 08:00:00,0.9994,1.0,0.9994,0.9999,448318283.0
2024-12-02 12:00:00,0.9999,1.0,0.9991,0.9994,478646804.0
2024-12-02 16:00:00,0.9993,1.0,0.9991,0.9999,415099487.0
2024-12-02 20:00:00,1.0,1.0,0.9995,0.9997,203234324.0
2024-12-03 00:00:00,0.9996,0.9999,0.9995,0.9997,151781820.0
2024-12-03 04:00:00,0.9998,1.0,0.9996,0.9998,224868390.0
2024-12-03 08:00:00,0.9998,1.0,0.9996,0.9998,262636584.0
2024-12-03 12:00:00,0.9997,1.0005,0.9995,0.9996,514557352.0
2024-12-03 16:00:00,0.9996,0.9998,0.9994,0.9996,221230532.0
2024-12-03 20:00:00,0.9996,0.9997,0.9991,0.9992,207460540.0
2024-12-04 00:00:00,0.9992,0.9996,0.999,0.9994,233844270.0
2024-12-04 04:00:00,0.9994,0.9995,0.9991,0.9992,208002164.0
2024-12-04 08:00:00,0.9993,0.9996,0.9992,0.9994,208997862.0
2024-12-04 12:00:00,0.9994,0.9997,0.9988,0.9988,310729842.0
2024-12-04 16:00:00,0.9988,0.9996,0.9983,0.9985,353910763.0
2024-12-04 20:00:00,0.9985,0.9987,0.9974,0.9984,381805822.0
2024-12-05 00:00:00,0.9984,0.9995,0.9981,0.9991,507611827.0
2024-12-05 04:00:00,0.9991,0.9996,0.9988,0.9994,409282331.0
2024-12-05 08:00:00,0.9994,0.9995,0.9985,0.9992,310785480.0
2024-12-05 12:00:00,0.9992,0.9994,0.9988,0.9991,347539944.0
2024-12-05 16:00:00,0.9991,0.9997,0.9988,0.9997,376019949.0
2024-12-05 20:00:00,0.9996,0.9998,0.9971,0.9988,432486122.0
2024-12-06 00:00:00,0.9988,0.9995,0.9987,0.9994,204996729.0
2024-12-06 04:00:00,0.9995,0.9997,0.9991,0.9992,204408214.0
2024-12-06 08:00:00,0.9991,0.9994,0.9989,0.9991,305684144.0
2024-12-06 12:00:00,0.9991,0.9993,0.9986,0.9988,309554397.0
2024-12-06 16:00:00,0.9988,0.999,0.9981,0.9983,270641829.0
2024-12-06 20:00:00,0.9982,0.9985,0.9978,0.9983,342877916.0
2024-12-07 00:00:00,0.9983,0.9986,0.9982,0.9984,137364941.0
2024-12-07 04:00:00,0.9984,0.9987,0.9984,0.9987,122928703.0
2024-12-07 08:00:00,0.9986,0.9991,0.9985,0.9989,193834439.0
2024-12-07 12:00:00,0.9989,0.9991,0.9988,0.999,85410315.0
2024-12-07 16:00:00,0.9991,0.9992,0.9988,0.9991,181409353.0
2024-12-07 20:00:00,0.9991,0.9991,0.9989,0.999,78666705.0
2024-12-08 00:00:00,0.999,0.9993,0.9989,0.9992,111508556.0
2024-12-08 04:00:00,0.9993,0.9994,0.9991,0.9993,135801457.0
2024-12-08 08:00:00,0.9993,0.9994,0.9992,0.9994,123036088.0
2024-12-08 12:00:00,0.9993,0.9994,0.9992,0.9994,99414473.0
2024-12-08 16:00:00,0.9994,0.9996,0.9992,0.9996,112678684.0
2024-12-08 20:00:00,0.9996,0.9996,0.9992,0.9992,89413659.0
2024-12-09 00:00:00,0.9992,0.9996,0.9991,0.9995,202648258.0
2024-12-09 04:00:00,0.9994,0.9998,0.9992,0.9998,228103270.0
2024-12-09 08:00:00,0.9998,1.0003,0.9996,1.0002,401601352.0
2024-12-09 12:00:00,1.0002,1.0006,0.9997,1.0005,470756485.0
2024-12-09 16:00:00,1.0004,1.0007,1.0,1.0006,271065663.0
2024-12-09 20:00:00,1.0006,1.0008,0.9992,0.9995,584310404.0
2024-12-10 00:00:00,0.9995,0.9997,0.9993,0.9994,276205646.0
2024-12-10 04:00:00,0.9993,0.9998,0.9993,0.9997,214803129.0
2024-12-10 08:00:00,0.9996,0.9998,0.9994,0.9996,263556218.0
2024-12-10 12:00:00,0.9995,0.9998,0.9994,0.9996,404707841.0
2024-12-10 16:00:00,0.9996,1.0,0.9994,0.9997,367117800.0
2024-12-10 20:00:00,0.9997,0.9998,0.9992,0.9993,262267179.0
2024-12-11 00:00:00,0.9993,0.9997,0.9993,0.9996,225005484.0
2024-12-11 04:00:00,0.9997,0.9998,0.9994,0.9996,168630719.0
2024-12-11 08:00:00,0.9996,0.9999,0.9995,0.9996,171887218.0
2024-12-11 12:00:00,0.9995,0.9998,0.9992,0.9992,383773263.0
2024-12-11 16:00:00,0.9993,0.9993,0.9988,0.9988,432312580.0
2024-12-11 20:00:00,0.9989,0.9994,0.9987,0.9993,229887485.0
2024-12-12 00:00:00,0.9992,0.9994,0.9991,0.9993,162906283.0
2024-12-12 04:00:00,0.9993,0.9997,0.9993,0.9997,144588924.0
2024-12-12 08:00:00,0.9997,0.9998,0.9995,0.9997,180328020.0
2024-12-12 12:00:00,0.9998,0.9998,0.9994,0.9994,333877530.0
2024-12-12 16:00:00,0.9994,0.9999,0.9993,0.9999,216259617.0
2024-12-12 20:00:00,0.9999,0.9999,0.9996,0.9998,140185361.0
2024-12-13 00:00:00,0.9998,0.9999,0.9996,0.9999,93372386.0
2024-12-13 04:00:00,0.9999,0.9999,0.9996,0.9997,135967435.0
2024-12-13 08:00:00,0.9998,1.0,0.9997,0.9998,207934749.0
2024-12-13 12:00:00,0.9999,1.0002,0.9997,0.9998,238342932.0
2024-12-13 16:00:00,0.9998,1.0002,0.9997,0.9999,289854668.0
2024-12-13 20:00:00,0.9999,1.0,0.9995,0.9998,177584176.0
2024-12-14 00:00:00,0.9998,1.0,0.9997,0.9998,107739233.0
2024-12-14 04:00:00,0.9999,1.0,0.9998,0.9999,79432050.0
2024-12-14 08:00:00,0.9999,1.0001,0.9998,0.9999,74255403.0
2024-12-14 12:00:00,0.9999,1.0001,0.9998,0.9999,119802862.0
2024-12-14 16:00:00,1.0,1.0002,0.9999,1.0,120698630.0
2024-12-14 20:00:00,1.0,1.0002,0.9999,1.0002,99321164.0
2024-12-15 00:00:00,1.0002,1.0003,1.0,1.0003,67076530.0
2024-12-15 04:00:00,1.0003,1.0005,1.0001,1.0002,95720668.0
2024-12-15 08:00:00,1.0002,1.0004,1.0001,1.0003,73616488.0
