timestamp,open,high,low,close,volume
2024-11-22 16:00:00,1.4417,1.4915,1.402,1.4363,184825179.0
2024-11-22 20:00:00,1.4363,1.4913,1.428,1.4726,118953865.0
2024-11-23 00:00:00,1.4726,1.63,1.4692,1.5654,400034300.71
2024-11-23 04:00:00,1.5654,1.5661,1.4899,1.5441,192626469.0
2024-11-23 08:00:00,1.5444,1.5777,1.5077,1.5443,119948599.0
2024-11-23 12:00:00,1.5444,1.5954,1.5227,1.5557,149012308.0
2024-11-23 16:00:00,1.5557,1.5764,1.4033,1.4752,277886460.0
2024-11-23 20:00:00,1.4751,1.4966,1.4206,1.4685,104425509.0
2024-11-24 00:00:00,1.4686,1.513,1.4403,1.4724,115297604.0
2024-11-24 04:00:00,1.4725,1.4828,1.4362,1.4649,71788729.0
2024-11-24 08:00:00,1.4649,1.4685,1.3784,1.3833,142122749.0
2024-11-24 12:00:00,1.3833,1.4033,1.2775,1.3077,327295128.0
2024-11-24 16:00:00,1.3078,1.4062,1.2984,1.3791,167776363.0
2024-11-24 20:00:00,1.3791,1.4607,1.3728,1.4331,136347497.0
2024-11-25 00:00:00,1.4334,1.4342,1.355,1.4027,98618862.0
2024-11-25 04:00:00,1.4027,1.5064,1.4015,1.4793,144893660.0
2024-11-25 08:00:00,1.4792,1.5393,1.4652,1.479,138374272.0
2024-11-25 12:00:00,1.479,1.4868,1.3732,1.423,185652693.0
2024-11-25 16:00:00,1.423,1.5243,1.4113,1.475,222756827.0
2024-11-25 20:00:00,1.4751,1.4807,1.382,1.4142,122089040.0
2024-11-26 00:00:00,1.4142,1.4588,1.399,1.4468,85349670.0
2024-11-26 04:00:00,1.4468,1.4574,1.4042,1.425,75110403.0
2024-11-26 08:00:00,1.425,1.4264,1.2833,1.3326,258808802.0
2024-11-26 12:00:00,1.3325,1.385,1.313,1.3455,161656639.0
2024-11-26 16:00:00,1.3455,1.3957,1.3327,1.3793,110475554.0
2024-11-26 20:00:00,1.3792,1.4282,1.3741,1.3984,86016140.0
2024-11-27 00:00:00,1.3984,1.4199,1.3562,1.3656,81873006.0
2024-11-27 04:00:00,1.3655,1.4176,1.3524,1.4107,61841245.0
2024-11-27 08:00:00,1.4109,1.4667,1.4051,1.4322,147160606.0
2024-11-27 12:00:00,1.4321,1.5067,1.4104,1.4955,118807349.0
2024-11-27 16:00:00,1.4955,1.5061,1.4637,1.4843,91265085.0
2024-11-27 20:00:00,1.4843,1.5217,1.4647,1.4696,93940345.0
2024-11-28 00:00:00,1.4696,1.4844,1.44,1.4644,77845474.0
2024-11-28 04:00:00,1.4645,1.4923,1.4572,1.464,57346334.0
2024-11-28 08:00:00,1.464,1.4729,1.4363,1.4649,65738881.0
2024-11-28 12:00:00,1.4649,1.4776,1.4292,1.4343,71745996.0
2024-11-28 16:00:00,1.4343,1.4829,1.434,1.4778,56250848.0
2024-11-28 20:00:00,1.4778,1.5465,1.465,1.5421,111614245.0
2024-11-29 00:00:00,1.542,1.58,1.5233,1.5519,130614647.0
2024-11-29 04:00:00,1.552,1.6462,1.5393,1.5892,180296960.59
2024-11-29 08:00:00,1.5893,1.6833,1.5891,1.6529,173093889.09
2024-11-29 12:00:00,1.6529,1.7745,1.643,1.7099,254784677.8
2024-11-29 16:00:00,1.7098,1.7362,1.6739,1.7257,161072076.0
2024-11-29 20:00:00,1.7257,1.8149,1.7175,1.8006,156011912.29
2024-11-30 00:00:00,1.8005,1.8672,1.7635,1.8187,245065491.62
2024-11-30 04:00:00,1.8188,1.95,1.8045,1.9135,274578941.74
2024-11-30 08:00:00,1.9136,1.933,1.847,1.8965,197787750.0
2024-11-30 12:00:00,1.8964,1.9,1.8185,1.8776,146165895.0
2024-11-30 16:00:00,1.8776,1.9099,1.8569,1.8996,111227732.0
2024-11-30 20:00:00,1.8996,1.9575,1.8792,1.9513,143730724.61
2024-12-01 00:00:00,1.9514,1.9568,1.8475,1.8912,153770991.0
2024-12-01 04:00:00,1.8912,1.9019,1.8549,1.8723,66733788.0
2024-12-01 08:00:00,1.8723,1.95,1.8688,1.9122,125656209.0
2024-12-01 12:00:00,1.9122,1.9214,1.8917,1.9015,79301539.0
2024-12-01 16:00:00,1.9013,2.146,1.881,2.1247,299596134.61
2024-12-01 20:00:00,2.1247,2.35,2.061,2.2937,446452324.82
2024-12-02 00:00:00,2.2937,2.4977,2.281,2.3954,561663449.59
2024-12-02 04:00:00,2.3953,2.485,2.3189,2.4399,261539706.0
2024-12-02 08:00:00,2.4398,2.4554,2.2011,2.3146,385105881.0
2024-12-02 12:00:00,2.3142,2.7518,2.298,2.7001,575343238.05
2024-12-02 16:00:00,2.7001,2.8723,2.5806,2.7471,539677671.85
2024-12-02 20:00:00,2.7472,2.7998,2.6349,2.7245,220386752.0
2024-12-03 00:00:00,2.7244,2.7749,2.6449,2.7724,194875914.0
2024-12-03 04:00:00,2.7724,2.7838,2.5102,2.6294,266244219.0
2024-12-03 08:00:00,2.6294,2.8696,2.5641,2.8499,223410877.0
2024-12-03 12:00:00,2.8498,2.9092,2.25,2.5247,803876991.21
2024-12-03 16:00:00,2.5249,2.6075,2.4825,2.5697,273340553.0
2024-12-03 20:00:00,2.5695,2.6889,2.5089,2.5102,193856683.0
2024-12-04 00:00:00,2.5103,2.5805,2.5,2.5445,169792871.0
2024-12-04 04:00:00,2.5445,2.6584,2.5389,2.6218,119432898.0
2024-12-04 08:00:00,2.6218,2.68,2.6033,2.6096,107906789.0
2024-12-04 12:00:00,2.6097,2.6272,2.48,2.513,185388509.0
2024-12-04 16:00:00,2.513,2.5218,2.32,2.3952,288781341.0
2024-12-04 20:00:00,2.3951,2.4423,2.28,2.3574,256575740.0
2024-12-05 00:00:00,2.3574,2.3943,2.1743,2.2552,352768715.0
2024-12-05 04:00:00,2.2551,2.3878,2.2451,2.3752,164747511.0
2024-12-05 08:00:00,2.3752,2.4942,2.3601,2.4094,163363294.0
2024-12-05 12:00:00,2.4095,2.4166,2.3069,2.375,139856675.0
2024-12-05 16:00:00,2.375,2.44,2.3266,2.3373,118135965.0
2024-12-05 20:00:00,2.3373,2.3501,2.21,2.2446,156345933.0
2024-12-06 00:00:00,2.2445,2.3393,2.2252,2.3093,102383505.0
2024-12-06 04:00:00,2.3093,2.4,2.3051,2.3196,93171799.0
2024-12-06 08:00:00,2.3196,2.3369,2.2422,2.2739,105266333.0
2024-12-06 12:00:00,2.274,2.3752,2.2577,2.3292,128526799.0
2024-12-06 16:00:00,2.3292,2.415,2.329,2.3644,123285654.0
2024-12-06 20:00:00,2.3645,2.4637,2.3582,2.4257,118561696.0
