timestamp,open,high,low,close,volume
2024-11-22 16:00:00,256.38,256.38,251.47,254.04,742551.805
2024-11-22 20:00:00,254.04,257.91,253.28,256.9,493657.994
2024-11-23 00:00:00,256.9,257.74,253.34,257.2,672673.182
2024-11-23 04:00:00,257.2,264.0,256.9,258.26,1065572.417
2024-11-23 08:00:00,258.27,259.46,255.8,256.14,481658.902
2024-11-23 12:00:00,256.13,263.6,255.91,259.71,1063832.656
2024-11-23 16:00:00,259.71,260.3,254.15,254.39,1057963.362
2024-11-23 20:00:00,254.38,256.06,252.69,254.89,495082.708
2024-11-24 00:00:00,254.9,259.78,254.49,258.57,487862.368
2024-11-24 04:00:00,258.58,259.2,254.06,256.63,325702.121
2024-11-24 08:00:00,256.63,256.75,248.0,248.39,759958.191
2024-11-24 12:00:00,248.39,250.21,240.93,244.17,1137321.457
2024-11-24 16:00:00,244.18,250.44,243.66,248.58,481607.787
2024-11-24 20:00:00,248.57,254.76,248.14,252.73,472793.888
2024-11-25 00:00:00,252.74,253.18,245.7,252.46,422026.138
2024-11-25 04:00:00,252.45,254.06,251.65,253.28,428781.919
2024-11-25 08:00:00,253.28,256.7,251.26,252.17,512275.365
2024-11-25 12:00:00,252.17,252.55,235.04,244.97,1501239.747
2024-11-25 16:00:00,244.97,246.13,237.26,239.65,902760.797
2024-11-25 20:00:00,239.65,241.15,231.21,234.18,932552.351
2024-11-26 00:00:00,234.18,239.62,233.57,237.45,581716.011
2024-11-26 04:00:00,237.44,239.66,234.97,235.73,429029.649
2024-11-26 08:00:00,235.72,236.6,221.8,227.73,1596305.161
2024-11-26 12:00:00,227.73,232.64,225.81,227.36,1195646.773
2024-11-26 16:00:00,227.36,232.49,223.4,229.03,743026.327
2024-11-26 20:00:00,229.03,232.2,227.4,230.69,466897.535
2024-11-27 00:00:00,230.69,233.81,228.14,231.51,447197.765
2024-11-27 04:00:00,231.51,234.99,227.51,234.34,688861.36
2024-11-27 08:00:00,234.35,237.08,232.04,235.0,644926.872
2024-11-27 12:00:00,234.99,240.91,232.61,240.59,862990.426
2024-11-27 16:00:00,240.59,241.14,237.71,239.07,602868.978
2024-11-27 20:00:00,239.06,243.33,238.78,241.96,560438.896
2024-11-28 00:00:00,241.96,245.28,238.1,240.01,608824.179
2024-11-28 04:00:00,240.01,241.15,236.61,238.02,477551.913
2024-11-28 08:00:00,238.03,239.14,234.37,236.9,485457.648
2024-11-28 12:00:00,236.89,237.73,232.8,233.06,548113.357
2024-11-28 16:00:00,233.06,237.04,233.06,235.47,369360.186
2024-11-28 20:00:00,235.47,238.35,234.9,237.59,204725.777
2024-11-29 00:00:00,237.58,243.11,236.55,241.98,433940.472
2024-11-29 04:00:00,241.97,242.2,237.54,237.65,447424.957
2024-11-29 08:00:00,237.66,245.49,237.66,245.22,437609.464
2024-11-29 12:00:00,245.22,246.77,242.09,243.5,722253.073
