timestamp,open,high,low,close,volume,RSI,Inverse_Fisher_RSI,MACD,MACD_signal,MACD_hist,upper_band,middle_band,lower_band,Fibonacci_236,Fibonacci_382,Fibonacci_50,Fibonacci_618,Fibonacci_786,Volume_Avg,signal,score
2024-11-22 16:00:00,3314.15,3321.14,3264.84,3282.4,81246.6096,0.0,,0.0,0.0,0.0,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,,Hold,25
2024-11-22 20:00:00,3282.39,3330.0,3273.2,3327.78,55970.385,99.99999999955928,,3.620056980057143,0.7240113960114286,2.8960455840457144,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,,Hold,-15
2024-11-23 00:00:00,3327.78,3364.98,3312.72,3345.51,105265.7506,99.99999999952463,,7.829388722494514,2.145086861308046,5.6843018611864675,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,,Hold,-15
2024-11-23 04:00:00,3345.51,3361.71,3326.89,3341.34,67445.3359,93.80202140253378,,10.705424831554865,3.85715445535741,6.848270376197455,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,,Hold,-15
2024-11-23 08:00:00,3341.34,3402.98,3335.16,3354.65,105279.0199,94.82566075136593,,13.898496713792156,5.865422907044359,8.033073806747797,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,,Hold,-15
2024-11-23 12:00:00,3354.65,3497.51,3349.68,3460.33,229525.4046,97.76131422097673,,24.672117171798618,9.626761759995212,15.045355411803406,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,,Hold,-15
2024-11-23 16:00:00,3460.34,3470.22,3377.0,3407.83,150136.8855,76.2658625453223,,28.643789984518207,13.430167404899812,15.213622579618395,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,,Hold,-15
2024-11-23 20:00:00,3407.82,3427.73,3379.2,3393.91,63371.6044,72.06458506447558,0.6173091981791894,30.318647145656996,16.80786335305125,13.510783792605746,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,,Hold,-15
2024-11-24 00:00:00,3393.91,3450.0,3389.03,3427.0,62941.932,75.29918118808952,0.6397015143762057,33.92500364346506,20.231291411134013,13.693712232331048,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,,Hold,-15
2024-11-24 04:00:00,3427.0,3431.99,3398.12,3422.51,50148.6763,74.134426568112,0.6304116860950436,36.00571025977115,23.386175180861443,12.619535078909706,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,,Hold,-15
2024-11-24 08:00:00,3422.51,3428.35,3339.11,3344.22,99770.3421,58.38669416088494,0.4802698199439771,30.980215896366644,24.904983323962483,6.075232572404161,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,,Hold,20
2024-11-24 12:00:00,3344.22,3357.32,3281.4,3294.39,147537.1334,51.43287363449956,0.4047781255152308,22.71476913419656,24.4669404860093,-1.7521713518127413,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,,Hold,-40
2024-11-24 16:00:00,3294.39,3334.19,3287.19,3326.63,63212.5803,54.907573840908555,0.4601269894576693,18.551985840368616,23.283949556881165,-4.731963716512549,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,,Hold,-40
2024-11-24 20:00:00,3326.64,3372.22,3321.51,3361.2,55487.428,58.12036273684793,0.5100280675344311,17.836848093462322,22.1945292641974,-4.357681170735077,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,95524.22054285715,Hold,-45
2024-11-25 00:00:00,3361.21,3370.4,3300.01,3362.44,66165.1278,58.227119480138306,0.5117754197795145,17.17220344168709,21.190064099695338,-4.017860658008249,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,94446.97184285715,Hold,-45
2024-11-25 04:00:00,3362.44,3419.81,3361.21,3399.41,63216.584,57.492207601864926,0.5607890361707665,19.4049496154621,20.83304120284869,-1.4280915873865894,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,94964.5574857143,Hold,-45
2024-11-25 08:00:00,3399.4,3527.0,3396.6,3471.84,169761.3244,61.85685056203591,0.6238249847309874,26.711004884198246,22.008633939118603,4.702370945079643,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,99571.38418571428,Hold,25
2024-11-25 12:00:00,3471.84,3537.98,3348.72,3518.41,289654.5296,65.39391094171481,0.6503527035850304,35.845709098914995,24.776048971077884,11.06966012783711,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,115443.46945,Hold,35
2024-11-25 16:00:00,3518.41,3546.66,3423.47,3464.0,190751.0262,58.872498904496005,0.559839927392519,38.25363167057185,27.471565510976678,10.782066159595171,,,,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,121548.61275714287,Hold,25
2024-11-25 20:00:00,3464.01,3505.45,3363.62,3414.49,169781.778,45.907581330456956,0.4845367248042079,35.754726201977064,29.128197649176755,6.626528552800309,3511.357516764313,3386.0144999999998,3260.6714832356865,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,117281.21085714285,Hold,25
2024-11-26 00:00:00,3414.49,3462.49,3395.84,3434.61,99053.4641,52.53752274091581,0.5101043943413829,34.99444725989315,30.301447571320036,4.692999688573114,3510.6889097605276,3393.625,3276.5610902394724,3870.4076,3723.5462,3604.85,3486.1538,3317.1626,113632.39504285714,Hold,15
